Pidgin Tweets,Sentiment
ole: “e get many ways wey you fit motivate players. i no believe say you gats use fear. i get my own philosophy and i no fit change am because some people no agree with am.”,positive
"and we gats understand say na coach wey get beta players dey get plan b, our first alone be like all this english national league teams, where plan b wan uproot from. na pesin wey get beta option dey perform eeriment ontop pitch, see pep man city team for example",positive
make we no dey rejoice draw vs wolves. we no be mid table club now,positive
"me i no be abi but wetin me i know wey be fact be say with all dis trash performance wey the team generally dey produce week in week out no coach fit come dis united team do shingbai. if we like appoint saf again, na stil f9. fraudola sef go fail.",positive
na victor lindelöf game by numbers vs. wolves: e win 100% tackles e get 91% pass accuracy e get 3 clearances e make 3 blocks e concede 0 goals 🇸🇪,positive
na brandon williams game by numbers vs. wolves: e get 81% pass accuracy e make 16 final third passes e get 2 interceptions e make 2 blocks e concede 0 goals na the missing piece for our defense,positive
na harry maguire game by numbers vs. wolves: e get 90% pass accuracy e get 5 accurate long balls e win 5 tackles e get 3 interceptions e win 3 aerials e get 3 clearances e concede 0 goals na brickwall throughout.,positive
na our vs wolves player ratings: romero 10 young 6 williams 8 maguire 7 lindelof 5 matic 5 pereira 5 james 2 greenwood 5 chong 4 mata 2 bench: rashford 3 fred 2 dalot 0 we go rate ole 5 because e dey always treat wolves coach like oga.,positive
"dey unbeaten for the ten games wey brandon williams don start (6 wins, 4 draws) ️",positive
sergio romero dun keep 10 clean sheets ontop 13 fa cup appearances for man utd. na only four goals hin concede. clean sheet merchant,positive
life without mctominay go hard walahi.,positive
ft: wolves 0-0 manchester united. the red devils bin show united dna as dem get 0 shot on target.,positive
0 shot on target fc. you no get shame?,positive
victor lindelof na one of our worst players this season.,positive
jesus!! we never get any shot on target,positive
this pereira no get eye for pass. you no see williams???,positive
all of a sudden this match just turn war,positive
jimenez!!!!! bar!,positive
e pain me!!!!,positive
rashford!!!!! ball knack bar.,positive
mata &amp; james don make way. rashford and fred don enter.,positive
this game dey boring,positive
rashidi my pikin dun dey warm up,positive
mata!!!! see mad freekick!,positive
"chong dey carry ball run, person foul am. na free-kick.",positive
we no deserve romero i swear... see winch winch saves wey hin dey make,positive
"lingard - zero pereira - zero sometimes e dey hard to blame coach and hin managerial team sef, na bunch of mumus we pack full manchester united",positive
"jimenez don enter o, put rashford",positive
"second half don start, jimenez don enter.",positive
why greenwood dey drop deep? who go score if e drop deep? 🤷‍️,positive
"i fit count how many times wey i dun see romero do this match, na we dey attack pass but anytime wey we teach wolves box like this, all our players always dey turn mumu. omo if we no add quality to the team ehhn, we go suffer o",positive
ht: wolves 0-0 manchester united. how you see the first half?,positive
chong &amp; james dey mess up,positive
this chong no fit last next two seasons for manchester i swear. forget critics the guy no dey surprise at all.,positive
"if chong wan go juve, make e go.",positive
james!!!!!! but e miss am.,positive
traore just dey do our players like say na hin pay dia transfer fee since morning,positive
var don deny us penalty. ojoro,positive
"chong pass give james, e shoot! na over the bar.",positive
pereira!!! una sure say this guy get sense sha,positive
"wetin this people dey play sef, this young, you and pesin dey do 1-2 u con chip ball go front like say spirit dey there wey wan collect ball.",positive
romero try for that save!!!,positive
pereira no get passing accuracy at all.,positive
"how old be this chong sef? dem no dey do physical training for manchester united again.. our academy players this days no sabi use body bar williams, na so so skinny players dey come from our academy, small body like this ball dun drop from dia leg",positive
pereira &amp; matic for midfield na zero,positive
hope ole dey see??? pereira no be midfielder.,positive
romero!!!! see save!!!!,positive
e remain small wolves for score but na god save united.,positive
greenwoood!!!!!! but na over the bar. but hin link up with mata make brain.,positive
this victor lindelof go make mistake every match sha.,positive
young you wan chop slap abi? why you no pass well to chong?,positive
wolves dash chong ball but e go waste am. na wa,positive
mason greenwood x angel gomes,positive
"na our united xi vs wolves: romero; young, maguire, lindelof, williams; matic, pereira, mata; james, greenwood, chong wetin you think?",positive
this lineup make brain,positive
martial and lingard no dey with the manchester united squad at molineux,positive
"gomes, dalot and chong dey the squad at molineux [men]",positive
s bus dey more than 15 minutes late to molineux [men],positive
sir alex don land for molineux ️ [men],positive
tell dem o! these fans dey sturborn.,positive
no disgrace me today,positive
"even jurgen klopp wey dey smile a lot, no dey smile when dem batter liverpool. e go keep straight face. dem batter your team 2-0 and you dey smile, dey laugh.. when ole be united player that year, why e no smile after dem beat us?",positive
"this ole vs van persie beef sha. the same united fans wey go bash pogba for smiling with opponents after we lose, dey praise ole for smiling after arsenal defeat rvp no talk say “bash your players in public”. rvp talk say “why you dey smile after dem batter your team?.”",positive
james na good player but e gats get striker wey understand hin game. him and martial no get understanding at all.,positive
e don dey mess up with hin predictions lately. so we no go consult am today. we dey pray for win vs wolves. h…,positive
na luke shaw wey spoil this match. adama traore finish am,positive
"if say ole be nigerian, na how e for reply van persie 🤣",positive
"the way ole take yab van persie, e lowkey diss all the united fans wey dey criticize am. “if you no be united legend from class of 92, you no fit question my methods.”",positive
"ole: “options wey we get for midfield? tim (fosu-mensah) when e come back, e fit play there. andreas pereira don play there before and e try, we fit consider am.” [standard]",positive
make we summarize ole’s message to van persie: “how dare you yab me? i bin play for class of 92 and i achieve greater things with the no.20 than you. you no dey my level and you no fit reach am for your life.”,positive
na the starting xi we dey predict vs wolves today. how you see am?,positive
e don dey mess up with hin predictions lately. so we no go consult am today. we dey pray for win vs wolves.,positive
"ole: ""i no sabi van persie and e no know me. e no get right to criticize me. i no fit change my style. because van pers…",positive
solskjaer don blast robin van persie. [bbc],positive
"the red devils still dey race for a place inside champions league, but dem also get big ambitions for the fa cup campaign as well. shey they fit snatch victory from the wolves today? predict the outcome here: follow:",positive
manchester united don tell nemanja matić and marcos rojo say dem fit leave the club in january as dem no get long-term future at old trafford. (source: daily star),positive
"when jose mourinho be united manager, almost everybody (especially the class of 92) bin dey trigger am even when e win games by 1-0. but ole gunnar solskjaer no fit take ordinary rvp criticism. if say e receive dat kind jose’s bashing, e for dey cry.",positive
ryan giggs bin dey knack hin brother’s wife for eight years while e be married man but the fact say paul pogba dey listen to the quran on jan 1st dey trigger am. wonderful.,positive
"ole gunnar solskjaer bin show no form of anger or sadness when we lose vs west ham, bournemouth, newcastle and arsenal. but one criticism from rvp and e storm out of the press conference like say e be jose mourinho. 🤔🤔",positive
e no go shock me if man united no sign any player this january. ole dey sound so negative towards transfers.,positive
"ole: ""if we no sign anybody, we go dey manage fred and matic for midfield. since we no fit rotate anybody, dem go play all the games be that."" [sky]",positive
"ole: ""i no sabi van persie and e no know me. e no get right to criticize me. i no fit change my style. because van persie wear my number (no. 20), e think say i go listen to am? e be mumu. baba think say we still dey ancient times."" [telegraph]",positive
ole gunnar solskjaer don provide update ontop mason greenwood starting at united.,positive
sergio romero go start vs wolves tomorrow. [sky],positive
guingamp announce say 23-year-old winger nathael julan bin die tonight as e dey involved in car crash after e leave training rip,positive
"later e go bench am, dey start james wey dey use okada inside lagos traffic.",positive
"when rashford score 2 goals at anfield, as e wan score hattrick, you hear sound wey loud pass banger.",positive
na star man!!!,positive
some man united fans no get sense walahi 🤣,positive
no be that year we dey abeggi. una don forget say ole no fit beat wolves??,positive
martial and lingard dey sick so dem go miss man united‘s game against wolves [guardian],positive
man united women dey fine 🥰️,positive
fosu mensah and hin goons,positive
"solskjær ontop the players wey fit face wolves: “paul dey out, axel, eric, tim dey close but dem no dey ready for am, rojo no dey ready self. some niggles dey, well no be niggles, na illnesses and colds, and e dey normal for this period.”",positive
"some people at believe say if de gea see competition, e go sit up. dem believe say dean henderson fit solve this problem but e fit only return when summer reach. [the athletic]",positive
you eect make i believe say man united wan sell smalling for £12.5m but dem buy maguire for £80m? wow,positive
chris smalling don gree join as roma on permanent deal. hin price tag na only €15m [gds] wow,positive
nice one you try! champ! 🦁,positive
"manchester united wan sell midfielder paul pogba to real madrid or juventus this month, but dem wan collect £150m. (source: eress)",positive
martial and lingard bin leave carrington 15 minutes after dem show face today [mirror],positive
manchester united dey target kai harvertz this january. [the athletic],positive
manchester united wan sign emre can. juventus talk say dem want nemanja matic first. [rai],positive
why ole dey bench am?,positive
na message for man united fans.,positive
"eriksen no get united dna, but shey you see that sean longstaff guy? e get the dna for body.",positive
sean longstaff emre can ole gunnar solskjaer sabi notice players wey get united dna. make woodward sign them. si…,positive
"if paul pogba dey real madrid or man city, if e like make e injure for one year. dem no go miss am. na how football structure suppose be. no be say you go buy only one world class player &amp; you go dey depend solely on am.",positive
"shame suppose dey catch ed woodard. e dey when liverpool be mumu club, but na their signings transform them. e still dey sign in zig-zag manner. if say united dey put football as priority, we no go dey miss pogba’s absence.",positive
paul pogba’s manchester united team-mates dey sure say e go leave the club for summer. [times],positive
manchester united don add todd cantwell to the list of players wey dem fit sign for summer. [daily mail],positive
paul pogba fit dey out for six weeks after e do surgery today. e bin play against watford and newcastle injured because e wan show hin loyalty to united. [mail],positive
who you go prefer at united? maddison or grealish,positive
eriksen go dey available for just £17m this january. [sky sports] you feel say e get united dna?,positive
the moment wey you realize say chris smalling na bully inside box. na why e fit score headers. the guy na mumu sometimes but e don play key role for some mad united comebacks.,positive
the biggest mystery for man united this season na set-piece. e sure me say we no dey train for am. how maguire go dey win headers in our box but e no fit score simple header for opposition box.,positive
"christen eriksen na good player but e no suit the united system. but we go manage am, e better pass lingard &amp; pereira.…",positive
"christen eriksen na good player but e no suit the united system. but we go manage am, e better pass lingard &amp; pereira.",positive
"sean longstaff emre can ole gunnar solskjaer sabi notice players wey get united dna. make woodward sign them. sir alex ferguson era don end since. so, shine your eyes, ole dey build hin own. support am 100%",positive
wetin you think about gedson fernandes?,positive
"if ole wan sign longstaff, then make e sign am. even if e wan sign mark noble, we go support am.",positive
man united go face wolves next for fa cup,positive
ole gunnar solskjaer wan sign sean lonstaff in january. e get united dna. wetin you think?,positive
benfica don dey listen to people wey wan sign gedson fernandes. dey eye am. benfica wan loan am out for 18 months but option to buy go dey. hin agents dey uk dey talk with four premier league clubs [sky],positive
birthday boy fosu mensah don repost muip on instagram ️ na correct guy!,positive
"mino raiola: “e dey very strange say dem [fifa] dey talk about my fee [from the pogba deal], but fifa no talk when ajax collect €150m for two boys. na double standards.” [voetbal international,",positive
"mino raiola: “i no threaten anybody with gun say make dem buy paul pogba back. sir alex ferguson dey beef me and paul, e dey allowed but where e dey when united dey sign pogba back?” [voetbal international,",positive
we fit request for extra sheet?,positive
"photos: martial, rashford, bailly and fosu-mensah dey land for carrington this morning [men]",positive
poch dey lead the race to be the next man utd manager.,positive
emre can and sean longstaff dey part of the midfielders wey dey eye this month [espn],positive
"lille don receive offers from , real madrid, valencia, napoli, man city and tottenham for boubakary soumare [l'equipe]",positive
"the target for man utd this season na to reach 40 points and escape relegation. but when summer reach, make ole no dey give the united board false hope. also, no dey gas up the youths if you no go use them. that “i dey okay with the squad.” talk, make e stop am!",positive
"when we talk say chris smalling better pass harry maguire, some people talk say we dey harsh. £80m but e no fit do the…",positive
christen eriksen dey available for just €20m in january. [sky sports],positive
na the win % wey man utd managers get. • sir alex ferguson - 59.67% • jose mourinho - 58.33% • david moyes - 52.94% •…,positive
we wan wish fosu mensah happy birthday ️,positive
him suppose go dey gist with de gea for post.,positive
"when we talk say chris smalling better pass harry maguire, some people talk say we dey harsh. £80m but e no fit do the basics. for defender, to be ball playing na jara. the bitter truth na say if you no fit do the simple things, you go cost your teams easy goals.",positive
"na the win % wey man utd managers get. • sir alex ferguson - 59.67% • jose mourinho - 58.33% • david moyes - 52.94% • louis van gaal - 52.43% • sir matt busby - 52.38% • ole gunnar solskjaer - 27.30% but we no go support movement. rather, we gats buy players fast!",positive
ryan giggs na all of us.,positive
man united fit no sign anybody this january. na the biggest fear,positive
ole gunnar solskjaer still dey smile after 2-0 defeat.,positive
na our man utd player ratings vs arsenal: de gea 4 shaw 1 maguire 1 lindelof 3 wan-bissaka 3 fred 4 matic 4 jesse lingard 0 martial 4 rashford 2 james 2 bench: mata 1 greenwood 2 pereira 2 we go rate ole 1 for hin wrong set up at kick-off.,positive
five things wey we observe as arsenal knack manchester united 2-0: the reds gats sign new midfielders or dem go suffer,positive
"doctor mino raiola. if you know, you know.",positive
"solskjær: “i believe say we start well, we bin see two or three counter-attacks, but dem con change am for us because we con dey play slow game.” [bt]",positive
"van persie: ""when i dey listen to ole, e dey sound like nice guy. shey e no dey get angry? even when dem destroy hin team 2-0, e dey smile. why e dey smile?.” [bt]",positive
"ole: ""shey pogba go stay? ehen now. e dey injured and e gats do operation. our boys try well without am sha, i dey happy with fred and nemanja today.” [bt]",positive
"solskjær: “how long pogba go dey out for? three or four weeks maybe, i no know. hin people tell am say make e do operation and e go do am.” [bbc]",positive
"solskjaer on saturday: ‘na only once wey dey lose each month. since na only once, e no bad as we still dey develop, hopefully, one day we go play two months without defeat soon.” man united no go two weeks.",positive
"united fans, how you dey feel tonight?",positive
small play so maguire understand pidgin?,positive
"if say arsenal bin dey above us in the table, ole and hin team for approach this game differently. e get this naive approach when dem dey face teams wey dey bottom of the table. no urgency at all. na why even watford beat us 2-0",positive
"ft: arsenal 2-0 manchester united. we no fit talk anything. the performance, we don tire to dey complain.",positive
e be like say our team dey set up 'not to pass to greenwood' when e dey open inside box. you don notice am?,positive
greenwood!!!! but keeper catch am.,positive
"look at fred, you dey with ball, greenwood and wan-bissaka dey open, na bissaka you go give. walahi, many bad lucks dey happen tonight.",positive
"when we sell lukaku, the money wey we receive, we waste am on defender....ball playing defender wey go do at least one mistake leading to goal, every match. money wey dem for use buy bruno fernandes.",positive
"this our players dey make the wrong decisions. why rashford no pass am one time to pereira, e wan touch ball before e pass. na so chance take go.",positive
just look at luke shaw. e go dash arsenal ball again.,positive
"dear united players, when you dey play, look greenwood side abeg. e sabi shoot.",positive
lingard sha,positive
pereira for square that ball to greenwood. whyyy???,positive
"o boi, see matic!!!!!!! wow!!!",positive
just look at maguire hei god....,positive
greenwood and pereira wan enter,positive
put greenwood abeggi,positive
"luke shaw get talent but sometimes, e dey play like say hin brain get on &amp; off switch.",positive
"thank god say dem foul lingard, e no control that ball well.",positive
"if say pogba dey bench, we for dey reason come back.",positive
"we no go talk about harry maguire again. anything e like, make e do.",positive
"the worst part about this game, the solution no dey bench. andreas pereira fit do damage limitation but e no fit change this game. even greenwood no fit shine when attackers no see ball. i dey pity ole self.",positive
how williams go put up motm display and shaw go replace am just like that??? when last shaw win motm???,positive
"wetin we observe for that half: the midfield dey too static, matic dey struggle. we don see the linesman pass jesse lingard. man utd no fit score from set-piece. maguire own na to form activity. anthony martial no dey in the mood tonight. luke shaw dey all over the place.",positive
fred and matic don forget say dem be teammates. dem dey do individual things.,positive
"ht: arsenal 2-0 man utd. this game for be 5-0 self, united no play anything. no attack, no midfield, no defence.",positive
thank god no be 5-0,positive
we don lose jare.,positive
"sokratis don score, na 2-0.",positive
"guy, we no play anything!",positive
"de gea go dash ball to arsenal, pepe carry am, e wipe am! ball go knack post.",positive
this team don show their worst today.,positive
we dey lose all the 50-50 battles for midfield.,positive
"o boi, arsenal dey slaughter us.",positive
"31': lacazette carry ball, maguire go mark am, lacazette take round about, maguire dey chop gala, lacazette shooot! na wide.",positive
wetin be jesse lingard's job role abeg? ':,positive
wetin fred dey play today? dem just dey bully am. make e give dem body noni!,positive
"abeg make lingard go siddon for bench, e no dey add value.",positive
"this maguire self. but make i no talk. e just dey shake tonight, kilode???",positive
man united dey always struggle against bottom-half teams.,positive
dem dey roast luke shaw.,positive
how luke shaw dey start ahead of williams?,positive
see wetin pepe do luke shaw? baba postrate. e siddon for floor like beggar.,positive
"na harry maguire wey play everybody on side. but if we talk now, problem.",positive
we go bounce back.,positive
"pepe don score, na 1-0.",positive
"4': counter! lingard pass give james, but e no pass am well. na corner sha.",positive
"lacazette dey with ball, matic con foul am. arsenal players dey scream say make e give am card. but ref no send them.",positive
kolasinac don collect yellow for hin tackle on james.,positive
"once james dey run ehn, you no fit catch am.",positive
daniel james! okada!,positive
make una ginger united!!!!,positive
we go win! like if you agree!,positive
na me wan appreciate ur time and thank u fingers crossed we go win good luck and thanks alot again …,positive
"we wan appreciate your time for this build up. enjoy the game. hopefully, we go win.",positive
"me anor see this boy get future with united , this na me opinion ! of all the youngsters , e b me list f…",positive
tension dey catch me but god dey.,positive
you think paul pogba go leave united this january? yes or no after you don vote!,positive
wetin you think about angel gomes? some united fans talk say ole no dey give am enough game time. how you see the matter?,positive
"make ar b very honest , me head confuse bcz ar nor sabi ousai ar wan begin ! ar nor get any name right n…",positive
we go win tonight! like if you agree,positive
"as transfer window don open, which players you go like make man utd sign this january?",positive
aubameyang ! ar hope say e nor go score anything ! or lacazette !,positive
nice one! so which arsenal player you feel say fit worry our defence tonight?,positive
"wow this question nor easy ! greenwood na top player , martial as well ! but honestly awb na top top top…",positive
who you feel say be the player of the season so far?,positive
this man utd black jersey na the finest this season. like if you agree!,positive
yesss top 4 for sure and yes we go carry trophy but ar nor sure which one !,positive
nice one! so wetin be your eectation for ole gunnar solskjaer this season? you dey eect am to carry any trophy? or finish top 4?,positive
na so! na confirm scoreline be that. who you feel say go score the goals for united?,positive
"we get for win , 3-1 man united",positive
"that one, na dem sabi. anyway, wetin be your arsenal vs man utd score prediction?",positive
"bo abeg , dis nor be flu make e return ! dem both the cover up and anor understand why !",positive
we go beat them 3-1.. lingard go score.,positive
we don receive update from ole say pogba's ankle injury don return. you believe say na true or ole dey cover up for pogba's unseriousness?,positive
"well ar nor sabi , but e for go ! wetin na the excuse dis tem make e nor play ? make e go ! e nor serio…",positive
"ole: ""pogba? e dey injured again. hin ankle dey pain am. e go dey out for few weeks, e sure me.""",positive
body dey kampe. we self gree say the midfield na rubbish but options no dey. so wetin you think about the pogba issue? you feel say na true say e dey move to real madrid this january?,positive
"hello , d body fine , how d body ? well lebanon e nor good now , but wetin for do ! and abt the lineup ,…",positive
so we wan start our match build up with how body?? how lebanon dey??. and wetin you think about the lineup?,positive
"na our united xi vs arsenal: de gea, wan-bissaka, lindelof, maguire, shaw, fred, matic, james, lingard, rashford, martial. how you see am?",positive
we go win dem!,positive
paul pogba no dey the squad tonight to face arsenal.,positive
man utd go win tonight. their daddy!,positive
anthony martial don arrive at emirates.,positive
rashford and hin sister rashidat.,positive
we gats win them tonight!,positive
"rashford: “van gaal na top man. after i bin blow, out of all the people wey dey praise me, na hin words wey stick in my head. na wetin dey make me smile everyday. e tell me say i be number one for hin first team.” [bt]",positive
"rashford: ""the time wey i spend with louis van gaal help me. him and ryan giggs bin help me. e no easy to enter first team when you never play for reserve. like play like play, i enter first team bench when i never even start for reserves.” [bt]",positive
nemanja matić talk say e fit leave manchester united this january if the club no dey yarn better. (source: de telegraf),positive
"we gats collect 3 points tonight! if dem relegate, no be our business.",positive
the premier league admin don smoke igbo today. e sure me,positive
"this our game vs arsenal go hard o. right now, arsenal dey behind southampton for pl table. dem go wan do everything in their power to win. but anything wey go make united beat arsenal tonight, dem go relegate this season.",positive
manchester united don win their first premier league match inside each of the last 4⃣ years. dem fit do am again today?,positive
give dem! we go beat them!,positive
"cantona: “na love we wan make, no be war! happy new year! the king! we no fit change.” [ig]",positive
rashford na wonder boy!,positive
"the only fear wey we get na say arsenal na small club. if say dem be top club, we for beat them. small clubs dey give…",positive
"dear manchester united, sign jack grealish abeg. regards, muip",positive
"good morning man utd fans na matchday, we wan link up manchester united fans around the world. ggmu! reply…",positive
manchester united go win arsenal today manchester united go win arsenal today manchester united go win arsenal today…,positive
wawu,positive
na marcus rashford for december: goals - 6 assists - 1 e don win player of the month and e deserve am.,positive
marcus rashford don win player of the month for december. na star!,positive
e deserve am! champ!,positive
pereira get shot for leg sha!,positive
happy new year everyone god bless,positive
ig pogba: “na the best way to start 2020 ️” [paulpogba],positive
na the options wey manchester united get for midfield: • paul pogba - world class • fred - very good • andreas pereira - average. • nemanja matić - we fit sell am • scott mctominay - e dey out for 8 weeks. • james garner - e no dey ready. we gats sign person this january,positive
manchester united go win arsenal today manchester united go win arsenal today manchester united go win arsenal today manchester united go win arsenal today manchester united go win arsenal today jesse lingard go score! mark this tweet!!,positive
we dey pray make jesse lingard turn emirates to dance floor tonight,positive
give dem!! freshest!,positive
give dem,positive
demtri mitchell. na injuries wey slow down hin career at united.,positive
"chale, who be this babe? drop her handle. man utd fans wan check something. .",positive
arsenal na out wife normally,positive
"happy new year united fans we go beat arsenal today!! their father! i follow back, but you must be polite…",positive
"good morning man utd fans na matchday, we wan link up manchester united fans around the world. ggmu! reply us with a fresh picture of you in a jersey guys follow everybody in the comment section. let’s go",positive
"arsenal fans before the game: : “i no fit kill myself, anything wey wan happen, make e happen.” manchester united:",positive
"the only fear wey we get na say arsenal na small club. if say dem be top club, we for beat them. small clubs dey give united problem this season.",positive
we dey start the decade with we go beat arsenal at emirates,positive
"even greenwood better pass aubameyang, not to talk of martial.",positive
which striker is better? for martial like for aubameyang,positive
"we love pereira, e get united dna ️",positive
"e don reveal to me say man united go beat arsenal 3-1 on january 1st, 2020.",positive
manchester united don ask juventus if dem fit swap paul pogba for emre can. also wan make juve bring £80m as part of the swap deal. [indykaila news],positive
mino raiola talk say e no go do business with man united again.,positive
"our match build-up ontop the arsenal vs clash tonight go happen with time na 8pm (one hour before kick-off) before then, how una dey feel ahead of this game? talk to us.",positive
the red devils don get new win streak and dem play very well for their two previous games. how dem go perform for their first game this year? predict the outcome of the match: follow:,positive
"the biggest problem wey man united get now na midfield. - lack of creativity to break down small teams. - lack of good dm wey fit prevent counter from small teams. matic sabi but e don old. if we fit buy the right midfielder, we go finish top 3 this season.",positive
na the starting xi we dey predict vs arsenal. how you see am?,positive
official: the january transfer window don open.,positive
god go bless all man united fans for this world,positive
we wan wish andreas pereira happy birthday. ️,positive
god go bless all united fans from africa. one love ️,positive
we wan recommend 10 amazing fans:,positive
110 pace na one of the fastest player on earth.,positive
"happy new year guys ️ this year, we dey hope man united go: finish top 4 carry fa cup or efl cup trophy beat liverpoo…",positive
"happy new year guys ️ this year, we dey hope man united go: finish top 4 carry fa cup or efl cup trophy beat liverpool at anfield (end their unbeaten run)",positive
"we wan recommend 10 amazing fans: follow them! also like this post &amp; reply 'done' under this thread, so man utd fans go follow you too.",positive
for 2019: manchester united &gt; the avengers,positive
wetin you think about paul pogba? e no dey injured again but e no dey travel with the team to arsenal. the french man don play hin last game for ? 🤔,positive
god go bless all the man united fans in africa! you people dey special.,positive
happy new year. god go bless all our followers. we dey eye 2020 🥂,positive
"na the highlight of 2019, - message from mason greenwood - repost from antonio valencia. men wey sabi 🇾🇪 …",positive
we wan say a huge thank you to everybody wey follow &amp; engage muip this year we also wan appreciate everybody wey put t…,positive
"this paul pogba's absence from the squad, we dey pray e no dey force hin way to real madrid e don recover from hin injury. we go wait make ole address the situation tomorrow but tension don dey catch us if we lose pogba, e don be. this one wey mctominay dey out for long",positive
"romelu lukaku ontop : ""i don learn many things from the coaches and the club don prepare me for so much. people for there fit dey yab me but i no get beef with anybody and dem know am.” [romelulukaku ig]",positive
"sometimes, i dey feel for ole gunnar solskjaer. this kind united board sha, dem fit frustrate any manager. pogba fit sly us go real madrid if dem no sit up, mctominay dey two months injured. matic self fit leave us. but our united board never sign anybody yet.",positive
"we wan say a huge thank you to everybody wey follow &amp; engage muip this year we also wan appreciate everybody wey put their trust in us by taking part in next season, n700,000 is up for grabs! that trip to china na the highlight of 2019. ️",positive
"aaron wan-bissaka don reflect on 2019: “this year don show say if person work hard, e go pay off. we go increase the effort for 2020.”",positive
"na the highlight of 2019, - message from mason greenwood - repost from antonio valencia. men wey sabi 🇾🇪",positive
"jesse lingard go score more than 10 goals in 2020. man united go finish top four. ole gunnar solskjaer go lift premier league trophy. the next 5 players wey man united go sign, go add value to the club.",positive
brandon williams na fresh boy.,positive
lingard suppose dey this list,positive
wayne rooney no be anybody’s mate!,positive
who is better? for maguire like for ramos ️,positive
"if you bin miss out on muip fpl 2019/20, make sure you register for our next season’s own when the time reach. we dey put up n700,000 next season! for more info, follow to receive updates about am? click link below. 🦁",positive
marcus rashford go score 30 goals this season. favorite this,positive
"na our united squad vs arsenal: spanish winsh, romero, agbalagba issakaba, maggi, vic o, jones, awilo (williams), young, shaw matic, pastor fred, pereira, lingo lingo, dano milk, juan ikeji rashidi, martial, ji masun, chong, gomes [men]",positive
paul pogba bin no travel with the squad to arsenal. e go miss the game. [men],positive
we gats beat them 3-1!,positive
which of these be the most fierce managerial rivalry for football history? • arrigo sacchi vs fabio capello • jose mou…,positive
you fit guess which manager be this? na ole gunnar solskjaer? yes or no 🤔,positive
mcsauce dey out for 2 months,positive
"out of all the predictions e revealed to me in 2019, only 2 were correct. anyway, we go again in 2020. i will predict more g…",positive
which player be this? 🤔,positive
"raiola: “man united na social media club, dem no care about football angle. na why i wan make pogba leave, to club where e go dey target trophies.” [la repubblica via mail]",positive
"raiola: “pogba go stay? ehen, but i hope say the club go fight for league or ucl one day. e dey strange? i be the only person wey dey worried? i believe say everybody wey love dey worried say the club na dustbin now. i dey worried say my player dey play for dustbin.” [sky]",positive
david beckham don wish sir alex happy birthday. ️,positive
which of these be the most fierce managerial rivalry for football history? • arrigo sacchi vs fabio capello • jose mourinho vs arsene wenger • sir alex ferguson vs arsene wenger • pep guardiola vs jose mourinho,positive
how the decade take start 🆚 how the decade take end ️️,positive
"manchester united bin field 117 different players this decade, but who be your favourite?",positive
sir alex na legend! e no allow make liverpool lift premier league trophy for one decade,positive
atletico madrid dey eye nemanja matic. [sky italia],positive
that psg win na die!!!!!!,positive
"sir alex ferguson na legend e spend 26 years as united boss: 1,500 games 895 wins 38 trophies 󠁧󠁢󠁥󠁮󠁧󠁿 13x premier league 󠁧󠁢󠁥󠁮󠁧󠁿 5x fa cup 󠁧󠁢󠁥󠁮󠁧󠁿 4x league cup 󠁧󠁢󠁥󠁮󠁧󠁿 10x comm’ shield 🇪🇺 2x champions league 🇪🇺 1x super cup 1x club world cup na goat!",positive
vidic &gt;&gt;&gt; van dijk be humble.,positive
sir alex ferguson na the greatest football manager ever. this video deserve pass 1000 likes ️,positive
· 13x premier league · 5x fa cup · 4x league cup · 10x community shield · 2x champions league · 1x european cup winners’ cup · 1x super cup · 1x intercontinental cup · 1x club world cup sir alex ferguson na legend!,positive
mino raiola na mi and common sense dey on top of hin kitchen shelf.,positive
"mino raiola: “today, i no fit bring anybody there [], dem fit destroy players like maradona, pele and maldini. paul [pogba] dey suffer for there and e need team like juventus in hin life.” [la repubblica]",positive
"solskjær talk say ashley young no receive hairdryer treatment from sir alex ferguson once: “well, person wey dey barb gorimakpa no fit receive hairdryer treatment.” [mu]",positive
"solskjaer ontop signings: “we get money + the board dey back me, but we wan sign the right people. we no go buy anybody wey no get united dna.”",positive
solskjaer dey eect make pogba return vs arsenal. [men],positive
"ole: ""we dey improve. i believe say una don dey see the kind game wey we wan play. we dey play our own style. na small small but we dey reach there.” [men]",positive
"solskjær: “if you dey close your legs, e [greenwood] go fire ball go top corner — e fit cut am to hin right foot, e fit fling ball go far corner. e no dey waste time to decide, if e bend am, defender no fit block am.” [mu]",positive
na the premier league table without var. man united for be 7th,positive
"person tell me say arsenal fans no dey ever get sense. before i think say na lie, but you don prove the guy right. htt…",positive
we wan wish sir alex ferguson happy 78th birthday. ️,positive
sir alex na goat legend!,positive
how many goals you feel say martial go score this season?,positive
"person tell me say arsenal fans no dey ever get sense. before i think say na lie, but you don prove the guy right.",positive
ole gunnar solskjaer don tell united say make dem sign two midfielders in january. [mail],positive
scott mctominay go dey out for 8 weeks as the scans don confirm say na knee ligament damage. [mail],positive
marcos rojo dey rock psg jersey as e dey visit hin old club estudiantes de la plata.,positive
"scott mctominay don respond ontop hin injury: “sometimes, bad things like woundjure dey happen to person ontop pitch but i go come back stronger. when i come, i go cause trouble. i wan appreciate all the people wey dey wish me well.” ️",positive
who you feel say deserve our player of the month for december? fred or rashford or greenwood,positive
which defender is better? for harry maguire ️ like for van dijk,positive
make e smile after we beat arsenal,positive
